Teks,label
"Karena pembaruan sistem nasional, seluruh nasabah SeaBank wajib validasi ulang data KTP dan nomor kartu. Segera akses pusat-konfirmasiid.com.",1
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Info lengkap di aplikasi resmi.",0
Promo akhir pekan: transfer ke sesama pengguna GoPay bebas biaya admin dan dapatkan cashback 25% untuk transaksi pertama hari ini. Harap abaikan jika sudah diproses.,2
Nanti aku telat sedikit makasih.,0
"Nikmati cashback hingga Rp75.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi Danamon. Promo berlaku sampai akhir bulan.",2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp75.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Syarat dan ketentuan berlaku.,2
Poin loyalitas DANA Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut linktr.ee/validasi. Harap abaikan jika sudah diproses.,1
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Terima kasih.",1
Pembayaran virtual account Anda di Alfamart sebesar Rp100.000 telah berhasil pada 12/04/2026 pukul 12.10 WIB.,2
Selamat! Anda memperoleh bantuan saldo Rp100.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui cek-promoaktif.id.,1
"Transaksi mencurigakan sebesar Rp1.500.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: s.id/verifakun Syarat dan ketentuan berlaku.",1
Selamat nomor Anda memenangkan program Gebyar XL dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 20.00 WIB.,1
Terima kasih telah berlangganan paket proteksi transaksi digital BNI. Layanan aktif mulai 30/04/2026 dan dapat dikelola melalui aplikasi resmi. Info lengkap di aplikasi resmi.,2
"Transaksi mencurigakan sebesar Rp50.000.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: tinyurl.com/claimhadiah",1
Nikmati promo belanja hemat dengan diskon hingga 20% menggunakan QRIS BCA di merchant makanan dan minuman pilihan setiap hari Jumat.,2
Poin loyalitas OVO Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut tinyurl.com/claimhadiah.,1
Promo akhir pekan: transfer ke sesama pengguna GoPay bebas biaya admin dan dapatkan cashback 10% untuk transaksi pertama hari ini. Info lengkap di aplikasi resmi.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim bank-hadiahcepat.site. Harap abaikan jika sudah diproses.",1
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
"Nasabah BTN, poin reward Anda sebesar 25.000 poin akan hangus hari ini. Tukarkan segera melalui hadiahrekeningku.com",1
"Besok kumpul jam 10.00 di kampus, jangan lupa bawa laptop. Info lengkap di aplikasi resmi.",0
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi BRI selama periode promo akhir pekan. Berlaku untuk nominal tertentu.,2
Tagihan internet rumah Anda sebesar Rp500.000 jatuh tempo pada 14/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan.,2
"Nikmati cashback hingga Rp75.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi BTN. Promo berlaku sampai akhir bulan.",2
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut bit.ly/cekdata Syarat dan ketentuan berlaku.",1
Peringatan! Rekening BTN Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: claim-poinresmi.net,1
Promo spesial BSI: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif. Harap abaikan jika sudah diproses.,2
Poin loyalitas Jenius Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut is.gd/cektrx.,1
"Nasabah Mandiri, poin reward Anda sebesar 18.500 poin akan hangus hari ini. Tukarkan segera melalui pusat-konfirmasiid.com",1
"Yth Nasabah Mandiri, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui pusat-konfirmasiid.com",1
"Selamat, Anda mendapatkan voucher belanja Rp1.500.000 dari program loyalitas ShopeePay. Aktivasi voucher di cek-promoaktif.id",1
"Transaksi mencurigakan sebesar Rp50.000.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: bit.ly/cekdata Info lengkap di aplikasi resmi.",1
Promo spesial SeaBank: gratis biaya transfer antarbank hingga 20x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
"Tolong cek grup, dosen tadi kirim info perubahan jadwal presentasi untuk minggu depan. Terima kasih.",0
Tagihan internet rumah Anda sebesar Rp200.000 jatuh tempo pada 14/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan. Syarat dan ketentuan berlaku.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim pusat-konfirmasiid.com. Info lengkap di aplikasi resmi.",1
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: login-amanmobile.net Info lengkap di aplikasi resmi.",1
"Aku di Solo sekarang, nanti kabarin kalau kamu sudah berangkat ya.",0
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Syarat dan ketentuan berlaku.,2
Promo akhir pekan: transfer ke sesama pengguna ShopeePay bebas biaya admin dan dapatkan cashback 40% untuk transaksi pertama hari ini.,2
"Nasabah BCA, dapatkan voucher belanja Rp500.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
"Nanti kalau sudah sampai rumah kabarin ya, soalnya tadi hujannya lumayan deras. Syarat dan ketentuan berlaku.",0
"Anda menerima transfer dana Rp4.850.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut.",1
Peringatan! Rekening BNI Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: pusat-konfirmasiid.com,1
Nikmati promo belanja hemat dengan diskon hingga 30% menggunakan QRIS BCA di merchant makanan dan minuman pilihan setiap hari Jumat. Harap abaikan jika sudah diproses.,2
Selamat! Anda mendapatkan promo cashback 25% untuk transaksi QRIS minimal Rp150.000 menggunakan BCA hingga 30/04/2026.,2
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Syarat dan ketentuan berlaku.",0
Tagihan internet rumah Anda sebesar Rp150.000 jatuh tempo pada 21/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan.,2
Tagihan internet rumah Anda sebesar Rp500.000 jatuh tempo pada 18/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan.,2
Peringatan! Rekening CIMB Niaga Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: login-amanmobile.net,1
"Selamat, Anda mendapatkan voucher belanja Rp7.500.000 dari program loyalitas OVO. Aktivasi voucher di bank-hadiahcepat.site",1
"Aku sudah transfer patungan makan Rp150.000 ke rekeningmu, dicek kalau sempat ya.",0
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: hadiahrekeningku.com Info lengkap di aplikasi resmi.",1
Nikmati promo belanja hemat dengan diskon hingga 50% menggunakan QRIS Danamon di merchant makanan dan minuman pilihan setiap hari Jumat.,2
Promo spesial PermataBank: gratis biaya transfer antarbank hingga 10x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
Peringatan! Rekening OCBC Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: hadiahrekeningku.com,1
Notifikasi: pembayaran kartu kredit Anda sebesar Rp500.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Info lengkap di aplikasi resmi.,2
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: bit.ly/cekdata,1
"Aku di Bandung sekarang, nanti kabarin kalau kamu sudah berangkat ya. Terima kasih.",0
"Nasabah SeaBank, poin reward Anda sebesar 18.500 poin akan hangus hari ini. Tukarkan segera melalui login-amanmobile.net",1
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim pusat-konfirmasiid.com. Syarat dan ketentuan berlaku.",1
Perpanjang deposito online Anda di Danamon dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Info lengkap di aplikasi resmi.,2
Terima kasih telah menggunakan mobile banking PermataBank. Login terakhir akun Anda tercatat pada 12/04/2026 pukul 08.15 WIB melalui perangkat terdaftar.,2
Terima kasih telah berlangganan paket proteksi transaksi digital PermataBank. Layanan aktif mulai 12/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Terima kasih.",1
"Yth pengguna OVO, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui login-amanmobile.net untuk menghindari suspend permanen.",1
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Harap abaikan jika sudah diproses.,2
"Aku sudah transfer patungan makan Rp500.000 ke rekeningmu, dicek kalau sempat ya.",0
Transaksi QRIS Anda sebesar Rp25.000 di Tokopedia telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp150.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Harap abaikan jika sudah diproses.,2
Akun SeaBank Prioritas Anda lolos verifikasi bonus akhir tahun. Klik s.id/verifakun dan isi data rekening untuk pencairan dana hari ini. Harap abaikan jika sudah diproses.,1
Promo spesial merchant Chatime: bayar pakai LinkAja dan nikmati potongan langsung Rp250.000 untuk minimum transaksi tertentu.,2
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: login-amanmobile.net Info lengkap di aplikasi resmi.",1
"Karena pembaruan sistem nasional, seluruh nasabah BRI wajib validasi ulang data KTP dan nomor kartu. Segera akses bank-hadiahcepat.site.",1
Akun BSI Prioritas Anda lolos verifikasi bonus akhir tahun. Klik linktr.ee/validasi dan isi data rekening untuk pencairan dana hari ini.,1
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim bank-hadiahcepat.site. Info lengkap di aplikasi resmi.",1
Promo spesial merchant KFC: bayar pakai Jenius dan nikmati potongan langsung Rp150.000 untuk minimum transaksi tertentu.,2
Poin loyalitas LinkAja Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut s.id/verifakun.,1
Selamat nomor Anda memenangkan program Gebyar KFC dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 21.00 WIB.,1
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim login-amanmobile.net. Harap abaikan jika sudah diproses.",1
Transaksi QRIS Anda sebesar Rp150.000 di Indomaret telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Promo spesial Mandiri: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif. Terima kasih.,2
"Aku tunggu di depan perpustakaan sekitar jam 13.00, santai aja nggak usah buru-buru. Harap abaikan jika sudah diproses.",0
Notifikasi: pembayaran kartu kredit Anda sebesar Rp50.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Syarat dan ketentuan berlaku.,2
Terima kasih telah menggunakan mobile banking Bank Jago. Login terakhir akun Anda tercatat pada 14/04/2026 pukul 16.05 WIB melalui perangkat terdaftar.,2
Nikmati promo belanja hemat dengan diskon hingga 20% menggunakan QRIS BSI di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Info lengkap di aplikasi resmi.",0
Promo akhir pekan: transfer ke sesama pengguna Jenius bebas biaya admin dan dapatkan cashback 25% untuk transaksi pertama hari ini.,2
Terima kasih telah berlangganan paket proteksi transaksi digital Mandiri. Layanan aktif mulai 14/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Info lengkap di aplikasi resmi.,0
Selamat! Anda memperoleh bantuan saldo Rp25.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui bank-hadiahcepat.site. Syarat dan ketentuan berlaku.,1
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Info lengkap di aplikasi resmi.",0
"Aku di Yogyakarta sekarang, nanti kabarin kalau kamu sudah berangkat ya.",0
Selamat! Anda memperoleh bantuan saldo Rp100.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui login-amanmobile.net.,1
Terima kasih telah berlangganan paket proteksi transaksi digital CIMB Niaga. Layanan aktif mulai 18/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
Notifikasi keamanan: percobaan transaksi luar negeri dari Semarang terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui linktr.ee/validasi.,1
Promo spesial CIMB Niaga: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp500.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Syarat dan ketentuan berlaku.,2
Akun Bank Jago Prioritas Anda lolos verifikasi bonus akhir tahun. Klik tinyurl.com/claimhadiah dan isi data rekening untuk pencairan dana hari ini.,1
Akun CIMB Niaga Prioritas Anda lolos verifikasi bonus akhir tahun. Klik is.gd/cektrx dan isi data rekening untuk pencairan dana hari ini.,1
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut bit.ly/cekdata Harap abaikan jika sudah diproses.",1
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Harap abaikan jika sudah diproses.",1
Nikmati promo belanja hemat dengan diskon hingga 10% menggunakan QRIS PermataBank di merchant makanan dan minuman pilihan setiap hari Jumat.,2
Transaksi QRIS Anda sebesar Rp25.000 di PLN telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Selamat! Anda mendapatkan promo cashback 10% untuk transaksi QRIS minimal Rp25.000 menggunakan CIMB Niaga hingga 14/04/2026.,2
"Yth pengguna LinkAja, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui bank-hadiahcepat.site untuk menghindari suspend permanen.",1
Promo akhir pekan: transfer ke sesama pengguna LinkAja bebas biaya admin dan dapatkan cashback 20% untuk transaksi pertama hari ini.,2
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: login-amanmobile.net Info lengkap di aplikasi resmi.",1
"Promo khusus pengguna baru Jenius, nikmati bonus saldo hingga Rp25.000 setelah aktivasi akun dan penyelesaian transaksi pertama. Info lengkap di aplikasi resmi.",2
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: bank-hadiahcepat.site Harap abaikan jika sudah diproses.",1
Promo akhir pekan: transfer ke sesama pengguna Jenius bebas biaya admin dan dapatkan cashback 20% untuk transaksi pertama hari ini.,2
Notifikasi keamanan: percobaan transaksi luar negeri dari Bekasi terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui is.gd/cektrx.,1
Tagihan internet rumah Anda sebesar Rp500.000 jatuh tempo pada 14/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan. Syarat dan ketentuan berlaku.,2
Perpanjang deposito online Anda di OCBC dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Harap abaikan jika sudah diproses.,2
Promo spesial merchant Traveloka: bayar pakai GoPay dan nikmati potongan langsung Rp150.000 untuk minimum transaksi tertentu.,2
Akun Mandiri Prioritas Anda lolos verifikasi bonus akhir tahun. Klik bit.ly/cekdata dan isi data rekening untuk pencairan dana hari ini.,1
Notifikasi: pembayaran kartu kredit Anda sebesar Rp150.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Syarat dan ketentuan berlaku.,2
Selamat nomor Anda memenangkan program Gebyar Chatime dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 20.00 WIB.,1
"Nasabah Danamon, poin reward Anda sebesar 18.500 poin akan hangus hari ini. Tukarkan segera melalui claim-poinresmi.net",1
Nikmati promo belanja hemat dengan diskon hingga 15% menggunakan QRIS PermataBank di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"Anda menerima transfer dana Rp4.850.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut. Terima kasih.",1
"Yth Nasabah PermataBank, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui hadiahrekeningku.com",1
Transaksi QRIS Anda sebesar Rp150.000 di Traveloka telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Promo akhir pekan: transfer ke sesama pengguna OVO bebas biaya admin dan dapatkan cashback 30% untuk transaksi pertama hari ini.,2
"Yth Nasabah BRI, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui pusat-konfirmasiid.com",1
"Besok kumpul jam 09.00 di kampus, jangan lupa bawa laptop. Harap abaikan jika sudah diproses.",0
Selamat datang di layanan e-statement Mandiri. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Syarat dan ketentuan berlaku.,2
"Yth pengguna GoPay, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui claim-poinresmi.net untuk menghindari suspend permanen.",1
"Yth pengguna OVO, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui bank-hadiahcepat.site untuk menghindari suspend permanen.",1
"Aku di Depok sekarang, nanti kabarin kalau kamu sudah berangkat ya.",0
Selamat datang di layanan e-statement SeaBank. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Syarat dan ketentuan berlaku.,2
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Syarat dan ketentuan berlaku.",1
"Aku di Semarang sekarang, nanti kabarin kalau kamu sudah berangkat ya. Info lengkap di aplikasi resmi.",0
"Nasabah Danamon, poin reward Anda sebesar 18.500 poin akan hangus hari ini. Tukarkan segera melalui bank-hadiahcepat.site",1
Peringatan! Rekening Mandiri Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: validasi-dataonline.site,1
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Info lengkap di aplikasi resmi.",0
Akun BRI Prioritas Anda lolos verifikasi bonus akhir tahun. Klik bit.ly/cekdata dan isi data rekening untuk pencairan dana hari ini. Terima kasih.,1
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Terima kasih.",0
Selamat! Anda mendapatkan promo cashback 40% untuk transaksi QRIS minimal Rp75.000 menggunakan SeaBank hingga 25/04/2026.,2
Akun OCBC Prioritas Anda lolos verifikasi bonus akhir tahun. Klik bit.ly/cekdata dan isi data rekening untuk pencairan dana hari ini.,1
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut s.id/verifakun Syarat dan ketentuan berlaku.",1
"Nasabah Bank Jago, poin reward Anda sebesar 18.500 poin akan hangus hari ini. Tukarkan segera melalui login-amanmobile.net",1
"Promo khusus pengguna baru ShopeePay, nikmati bonus saldo hingga Rp500.000 setelah aktivasi akun dan penyelesaian transaksi pertama.",2
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi BRI selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Info lengkap di aplikasi resmi.,2
"Nikmati cashback hingga Rp25.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi Danamon. Promo berlaku sampai akhir bulan.",2
Akun CIMB Niaga Prioritas Anda lolos verifikasi bonus akhir tahun. Klik linktr.ee/validasi dan isi data rekening untuk pencairan dana hari ini.,1
Nikmati promo belanja hemat dengan diskon hingga 30% menggunakan QRIS BRI di merchant makanan dan minuman pilihan setiap hari Jumat. Syarat dan ketentuan berlaku.,2
Poin loyalitas LinkAja Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut linktr.ee/validasi.,1
Tagihan internet rumah Anda sebesar Rp100.000 jatuh tempo pada 18/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan.,2
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Info lengkap di aplikasi resmi.",1
"Transaksi mencurigakan sebesar Rp7.500.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: linktr.ee/validasi",1
Promo spesial merchant Alfamart: bayar pakai ShopeePay dan nikmati potongan langsung Rp100.000 untuk minimum transaksi tertentu.,2
"Nasabah BTN, dapatkan voucher belanja Rp75.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut tinyurl.com/claimhadiah Info lengkap di aplikasi resmi.",1
Perpanjang deposito online Anda di BSI dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Terima kasih.,2
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Syarat dan ketentuan berlaku.",1
Selamat datang di layanan e-statement BTN. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Syarat dan ketentuan berlaku.,2
Selamat! Anda mendapatkan promo cashback 25% untuk transaksi QRIS minimal Rp150.000 menggunakan OCBC hingga 18/04/2026.,2
"Nasabah BSI, dapatkan voucher belanja Rp75.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Promo spesial OCBC: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: tinyurl.com/claimhadiah Info lengkap di aplikasi resmi.,1
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Info lengkap di aplikasi resmi.",1
Poin loyalitas LinkAja Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut bit.ly/cekdata.,1
"Besok kumpul jam 07.30 di kampus, jangan lupa bawa laptop.",0
Pembayaran virtual account Anda di Tokopedia sebesar Rp25.000 telah berhasil pada 12/04/2026 pukul 08.15 WIB.,2
"Transaksi mencurigakan sebesar Rp18.500.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: bit.ly/cekdata",1
Poin loyalitas Jenius Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut tinyurl.com/claimhadiah.,1
"Selamat, Anda mendapatkan voucher belanja Rp25.000.000 dari program loyalitas DANA. Aktivasi voucher di claim-poinresmi.net",1
"Tolong cek grup, dosen tadi kirim info perubahan jadwal presentasi untuk minggu depan. Harap abaikan jika sudah diproses.",0
Promo spesial OCBC: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif. Terima kasih.,2
Terima kasih telah menggunakan mobile banking BNI. Login terakhir akun Anda tercatat pada 21/04/2026 pukul 20.15 WIB melalui perangkat terdaftar.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp200.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Harap abaikan jika sudah diproses.,2
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
Notifikasi keamanan: percobaan transaksi luar negeri dari Bekasi terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui bit.ly/cekdata.,1
Perpanjang deposito online Anda di BSI dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Syarat dan ketentuan berlaku.,2
"Yth Nasabah OCBC, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui login-amanmobile.net",1
Selamat! Anda terpilih menerima hadiah tunai Rp18.500.000 dari undian rekening aktif Danamon. Klaim hadiah sekarang di linktr.ee/validasi,1
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim hadiahrekeningku.com. Info lengkap di aplikasi resmi.",1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: tinyurl.com/claimhadiah Harap abaikan jika sudah diproses.,1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: bit.ly/cekdata Terima kasih.,1
Terima kasih telah berlangganan paket proteksi transaksi digital BSI. Layanan aktif mulai 18/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim validasi-dataonline.site. Info lengkap di aplikasi resmi.",1
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Syarat dan ketentuan berlaku.",1
Perpanjang deposito online Anda di BTN dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini.,2
Selamat nomor Anda memenangkan program Gebyar Alfamart dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 20.00 WIB.,1
OCBC menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Harap abaikan jika sudah diproses.,2
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
"Nanti kalau sudah sampai rumah kabarin ya, soalnya tadi hujannya lumayan deras. Syarat dan ketentuan berlaku.",0
"Aku di Jakarta sekarang, nanti kabarin kalau kamu sudah berangkat ya. Syarat dan ketentuan berlaku.",0
Notifikasi: pembayaran kartu kredit Anda sebesar Rp50.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Info lengkap di aplikasi resmi.,2
